county_fips_5,county_name,state_name,iecc_zone,ba_zone
48249,Jim Wells,Texas,2A,Hot-Humid
48251,Johnson,Texas,2A,Hot-Humid
48253,Jones,Texas,3B,Hot-Dry
48255,Karnes,Texas,2A,Hot-Humid
48257,Kaufman,Texas,3A,Hot-Humid
48259,Kendall,Texas,3A,Hot-Humid
48261,Kenedy,Texas,2A,Hot-Humid
48263,Kent,Texas,3B,Hot-Dry
48265,Kerr,Texas,3B,Hot-Dry
48267,Kimble,Texas,3B,Hot-Dry
48269,King,Texas,3B,Hot-Dry
48271,Kinney,Texas,2B,Hot-Humid
48273,Kleberg,Texas,2A,Hot-Humid
48275,Knox,Texas,3B,Hot-Dry
48277,Lamar,Texas,3A,Hot-Humid
48279,Lamb,Texas,4B,Mixed-Dry
48281,Lampasas,Texas,3A,Hot-Humid
48283,La Salle,Texas,2B,Hot-Humid
48285,Lavaca,Texas,2A,Hot-Humid
48287,Lee,Texas,2A,Hot-Humid
48289,Leon,Texas,2A,Hot-Humid
48291,Liberty,Texas,2A,Hot-Humid
48293,Limestone,Texas,2A,Hot-Humid
48295,Lipscomb,Texas,4B,Mixed-Dry
48297,Live Oak,Texas,2A,Hot-Humid
48299,Llano,Texas,3A,Hot-Humid
48301,Loving,Texas,3B,Hot-Dry
48303,Lubbock,Texas,3B,Hot-Dry
48305,Lynn,Texas,3B,Hot-Dry
48307,McCulloch,Texas,3B,Hot-Dry
48309,McLennan,Texas,2A,Hot-Humid
48311,McMullen,Texas,2A,Hot-Humid
48313,Madison,Texas,2A,Hot-Humid
48315,Marion,Texas,3A,Hot-Humid
48317,Martin,Texas,3B,Hot-Dry
48319,Mason,Texas,3B,Hot-Dry
48321,Matagorda,Texas,2A,Hot-Humid
48323,Maverick,Texas,2B,Hot-Humid
48325,Medina,Texas,2B,Hot-Humid
48327,Menard,Texas,3B,Hot-Dry
48329,Midland,Texas,3B,Hot-Dry
48331,Milam,Texas,2A,Hot-Humid
48333,Mills,Texas,3A,Hot-Humid
48335,Mitchell,Texas,3B,Hot-Dry
48337,Montague,Texas,3A,Mixed-Humid
48339,Montgomery,Texas,2A,Hot-Humid
48341,Moore,Texas,4B,Mixed-Dry
48343,Morris,Texas,3A,Hot-Humid
48345,Motley,Texas,3B,Hot-Dry
48347,Nacogdoches,Texas,3A,Hot-Humid
48349,Navarro,Texas,2A,Hot-Humid
48351,Newton,Texas,2A,Hot-Humid
48353,Nolan,Texas,3B,Hot-Dry
48355,Nueces,Texas,2A,Hot-Humid
48357,Ochiltree,Texas,4B,Mixed-Dry
48359,Oldham,Texas,4B,Mixed-Dry
48361,Orange,Texas,2A,Hot-Humid
48363,Palo Pinto,Texas,3A,Mixed-Humid
48365,Panola,Texas,3A,Hot-Humid
48367,Parker,Texas,3A,Hot-Humid
48369,Parmer,Texas,4B,Mixed-Dry
48371,Pecos,Texas,3B,Hot-Dry
48373,Polk,Texas,2A,Hot-Humid
48375,Potter,Texas,4B,Mixed-Dry
48377,Presidio,Texas,3B,Hot-Dry
48379,Rains,Texas,3A,Hot-Humid
48381,Randall,Texas,4B,Mixed-Dry
48383,Reagan,Texas,3B,Hot-Dry
48385,Real,Texas,2B,Hot-Humid
48387,Red River,Texas,3A,Hot-Humid
48389,Reeves,Texas,3B,Hot-Dry
48391,Refugio,Texas,2A,Hot-Humid
48393,Roberts,Texas,4B,Mixed-Dry
48395,Robertson,Texas,2A,Hot-Humid
48397,Rockwall,Texas,3A,Hot-Humid
48399,Runnels,Texas,3B,Hot-Dry
48401,Rusk,Texas,3A,Hot-Humid
48403,Sabine,Texas,3A,Hot-Humid
48405,San Augustine,Texas,3A,Hot-Humid
48407,San Jacinto,Texas,2A,Hot-Humid
48409,San Patricio,Texas,2A,Hot-Humid
48411,San Saba,Texas,3A,Hot-Humid
48413,Schleicher,Texas,3B,Hot-Dry
48415,Scurry,Texas,3B,Hot-Dry
48417,Shackelford,Texas,3B,Hot-Dry
48419,Shelby,Texas,3A,Hot-Humid
48421,Sherman,Texas,4B,Mixed-Dry
48423,Smith,Texas,3A,Hot-Humid
48425,Somervell,Texas,3A,Hot-Humid
48427,Starr,Texas,2A,Hot-Humid
48429,Stephens,Texas,3A,Mixed-Humid
48431,Sterling,Texas,3B,Hot-Dry
48433,Stonewall,Texas,3B,Hot-Dry
48435,Sutton,Texas,3B,Hot-Dry
48437,Swisher,Texas,4B,Mixed-Dry
48439,Tarrant,Texas,2A,Hot-Humid
48441,Taylor,Texas,3B,Hot-Dry
48443,Terrell,Texas,3B,Hot-Dry
48445,Terry,Texas,3B,Hot-Dry
48447,Throckmorton,Texas,3B,Hot-Dry
48449,Titus,Texas,3A,Hot-Humid
48451,Tom Green,Texas,3B,Hot-Dry
48453,Travis,Texas,2A,Hot-Humid
48455,Trinity,Texas,2A,Hot-Humid
48457,Tyler,Texas,2A,Hot-Humid
48459,Upshur,Texas,3A,Hot-Humid
48461,Upton,Texas,3B,Hot-Dry
48463,Uvalde,Texas,2B,Hot-Humid
48465,Val Verde,Texas,2B,Hot-Humid
48467,Van Zandt,Texas,3A,Hot-Humid
48469,Victoria,Texas,2A,Hot-Humid
48471,Walker,Texas,2A,Hot-Humid
48473,Waller,Texas,2A,Hot-Humid
48475,Ward,Texas,3B,Hot-Dry
48477,Washington,Texas,2A,Hot-Humid
48479,Webb,Texas,2B,Hot-Humid
48481,Wharton,Texas,2A,Hot-Humid
48483,Wheeler,Texas,3B,Hot-Dry
48485,Wichita,Texas,3A,Mixed-Humid
48487,Wilbarger,Texas,3B,Hot-Dry
48489,Willacy,Texas,1A,Hot-Humid
48491,Williamson,Texas,2A,Hot-Humid
48493,Wilson,Texas,2A,Hot-Humid
48495,Winkler,Texas,3B,Hot-Dry
48497,Wise,Texas,3A,Mixed-Humid
48499,Wood,Texas,3A,Hot-Humid
48501,Yoakum,Texas,4B,Mixed-Dry
48503,Young,Texas,3A,Mixed-Humid
48505,Zapata,Texas,2B,Hot-Humid
48507,Zavala,Texas,2B,Hot-Humid
49001,Beaver,Utah,5B,Cold
49003,Box Elder,Utah,5B,Cold
49005,Cache,Utah,5B,Cold
49007,Carbon,Utah,5B,Cold
49009,Daggett,Utah,6B,Cold
49011,Davis,Utah,5B,Cold
49013,Duchesne,Utah,6B,Cold
49015,Emery,Utah,5B,Cold
49017,Garfield,Utah,5B,Cold
49019,Grand,Utah,5B,Cold
49021,Iron,Utah,5B,Cold
49023,Juab,Utah,5B,Cold
49025,Kane,Utah,5B,Cold
49027,Millard,Utah,5B,Cold
49029,Morgan,Utah,6B,Cold
49031,Piute,Utah,5B,Cold
49033,Rich,Utah,6B,Cold
49035,Salt Lake,Utah,5B,Cold
49037,San Juan,Utah,5B,Cold
49039,Sanpete,Utah,5B,Cold
49041,Sevier,Utah,5B,Cold
49043,Summit,Utah,6B,Cold
49045,Tooele,Utah,5B,Cold
49047,Uintah,Utah,6B,Cold
49049,Utah,Utah,5B,Cold
49051,Wasatch,Utah,6B,Cold
49053,Washington,Utah,3B,Hot-Dry
49055,Wayne,Utah,5B,Cold
49057,Weber,Utah,5B,Cold
50001,Addison,Vermont,6A,Cold
50003,Bennington,Vermont,6A,Cold
50005,Caledonia,Vermont,6A,Cold
50007,Chittenden,Vermont,6A,Cold
50009,Essex,Vermont,6A,Cold
50011,Franklin,Vermont,6A,Cold
50013,Grand Isle,Vermont,6A,Cold
50015,Lamoille,Vermont,6A,Cold
50017,Orange,Vermont,6A,Cold
50019,Orleans,Vermont,6A,Cold
50021,Rutland,Vermont,6A,Cold
50023,Washington,Vermont,6A,Cold
50025,Windham,Vermont,6A,Cold
50027,Windsor,Vermont,6A,Cold
51001,Accomack,Virginia,4A,Mixed-Humid
51003,Albemarle,Virginia,4A,Mixed-Humid
51005,Alleghany,Virginia,5A,Cold
51007,Amelia,Virginia,4A,Mixed-Humid
51009,Amherst,Virginia,4A,Mixed-Humid
51011,Appomattox,Virginia,4A,Mixed-Humid
51013,Arlington,Virginia,4A,Mixed-Humid
51015,Augusta,Virginia,4A,Mixed-Humid
51017,Bath,Virginia,5A,Cold
51019,Bedford,Virginia,4A,Mixed-Humid
51021,Bland,Virginia,4A,Mixed-Humid
51023,Botetourt,Virginia,4A,Mixed-Humid
51025,Brunswick,Virginia,3A,Mixed-Humid
51027,Buchanan,Virginia,4A,Mixed-Humid
51029,Buckingham,Virginia,4A,Mixed-Humid
51031,Campbell,Virginia,4A,Mixed-Humid
51033,Caroline,Virginia,4A,Mixed-Humid
51035,Carroll,Virginia,4A,Mixed-Humid
51036,Charles City,Virginia,4A,Mixed-Humid
51037,Charlotte,Virginia,4A,Mixed-Humid
51041,Chesterfield,Virginia,4A,Mixed-Humid
51043,Clarke,Virginia,4A,Mixed-Humid
51045,Craig,Virginia,4A,Mixed-Humid
51047,Culpeper,Virginia,4A,Mixed-Humid
51049,Cumberland,Virginia,4A,Mixed-Humid
51051,Dickenson,Virginia,4A,Mixed-Humid
51053,Dinwiddie,Virginia,4A,Mixed-Humid
51057,Essex,Virginia,4A,Mixed-Humid
51059,Fairfax,Virginia,4A,Mixed-Humid
51061,Fauquier,Virginia,4A,Mixed-Humid
51063,Floyd,Virginia,4A,Mixed-Humid
51065,Fluvanna,Virginia,4A,Mixed-Humid
51067,Franklin,Virginia,3A,Mixed-Humid
51069,Frederick,Virginia,4A,Mixed-Humid
51071,Giles,Virginia,4A,Mixed-Humid
51073,Gloucester,Virginia,4A,Mixed-Humid
51075,Goochland,Virginia,4A,Mixed-Humid
51077,Grayson,Virginia,4A,Mixed-Humid
51079,Greene,Virginia,4A,Mixed-Humid
51081,Greensville,Virginia,3A,Mixed-Humid
51083,Halifax,Virginia,3A,Mixed-Humid
51085,Hanover,Virginia,4A,Mixed-Humid
51087,Henrico,Virginia,4A,Mixed-Humid
51089,Henry,Virginia,4A,Mixed-Humid
51091,Highland,Virginia,5A,Cold
51093,Isle of Wight,Virginia,3A,Mixed-Humid
51095,James City,Virginia,4A,Mixed-Humid
51097,King and Queen,Virginia,4A,Mixed-Humid
51099,King George,Virginia,4A,Mixed-Humid
51101,King William,Virginia,4A,Mixed-Humid
51103,Lancaster,Virginia,4A,Mixed-Humid
51105,Lee,Virginia,4A,Mixed-Humid
51107,Loudoun,Virginia,4A,Mixed-Humid
51109,Louisa,Virginia,4A,Mixed-Humid
51111,Lunenburg,Virginia,4A,Mixed-Humid
51113,Madison,Virginia,4A,Mixed-Humid
51115,Mathews,Virginia,4A,Mixed-Humid
51117,Mecklenburg,Virginia,3A,Mixed-Humid
51119,Middlesex,Virginia,4A,Mixed-Humid
51121,Montgomery,Virginia,4A,Mixed-Humid
51125,Nelson,Virginia,4A,Mixed-Humid
51127,New Kent,Virginia,4A,Mixed-Humid
51131,Northampton,Virginia,4A,Mixed-Humid
51133,Northumberland,Virginia,4A,Mixed-Humid
51135,Nottoway,Virginia,4A,Mixed-Humid
51137,Orange,Virginia,4A,Mixed-Humid
51139,Page,Virginia,4A,Mixed-Humid
51141,Patrick,Virginia,4A,Mixed-Humid
51143,Pittsylvania,Virginia,3A,Mixed-Humid
51145,Powhatan,Virginia,4A,Mixed-Humid
51147,Prince Edward,Virginia,4A,Mixed-Humid
51149,Prince George,Virginia,4A,Mixed-Humid
51153,Prince William,Virginia,4A,Mixed-Humid
51155,Pulaski,Virginia,4A,Mixed-Humid
51157,Rappahannock,Virginia,4A,Mixed-Humid
51159,Richmond,Virginia,4A,Mixed-Humid
51161,Roanoke,Virginia,4A,Mixed-Humid
51163,Rockbridge,Virginia,4A,Mixed-Humid
51165,Rockingham,Virginia,4A,Mixed-Humid
51167,Russell,Virginia,4A,Mixed-Humid
51169,Scott,Virginia,4A,Mixed-Humid
51171,Shenandoah,Virginia,4A,Mixed-Humid
51173,Smyth,Virginia,4A,Mixed-Humid
51175,Southampton,Virginia,3A,Mixed-Humid
51177,Spotsylvania,Virginia,4A,Mixed-Humid
51179,Stafford,Virginia,4A,Mixed-Humid
51181,Surry,Virginia,3A,Mixed-Humid
51183,Sussex,Virginia,3A,Mixed-Humid
51185,Tazewell,Virginia,4A,Mixed-Humid
51187,Warren,Virginia,4A,Mixed-Humid
51191,Washington,Virginia,4A,Mixed-Humid
51193,Westmoreland,Virginia,4A,Mixed-Humid
51195,Wise,Virginia,4A,Mixed-Humid
51197,Wythe,Virginia,4A,Mixed-Humid
51199,York,Virginia,4A,Mixed-Humid
51510,Alexandria,Virginia,4A,Mixed-Humid
51520,Bristol,,4,Mixed-Humid
51530,Buena Vista,Virginia,4A,Mixed-Humid
51540,Charlottesville,Virginia,4A,Mixed-Humid
51550,Chesapeake,Virginia,3A,Mixed-Humid
51570,Colonial Heights,Virginia,4A,Mixed-Humid
51580,Covington,Virginia,5A,Cold
51590,Danville,Virginia,4A,Mixed-Humid
51595,Emporia,Virginia,3A,Mixed-Humid
51600,Fairfax,Virginia,4A,Mixed-Humid
51610,Falls Church,Virginia,4A,Mixed-Humid
51620,Franklin,Virginia,3A,Mixed-Humid
51630,Fredericksburg,Virginia,4A,Mixed-Humid
51640,Galax,Virginia,4A,Mixed-Humid
51650,Hampton,Virginia,3A,Mixed-Humid
51660,Harrisonburg,Virginia,4A,Mixed-Humid
51670,Hopewell,Virginia,4A,Mixed-Humid
51678,Lexington,Virginia,4A,Mixed-Humid
51680,Lynchburg,Virginia,4A,Mixed-Humid
51683,Manassas,Virginia,4A,Mixed-Humid
51685,Manassas Park,Virginia,4A,Mixed-Humid
51690,Martinsville,Virginia,4A,Mixed-Humid
51700,Newport News,Virginia,3A,Mixed-Humid
51710,Norfolk,Virginia,3A,Mixed-Humid
51720,Norton,Virginia,4A,Mixed-Humid
51730,Petersburg,Virginia,4A,Mixed-Humid
51735,Poquoson,Virginia,4A,Mixed-Humid
51740,Portsmouth,Virginia,3A,Mixed-Humid
51750,Radford,Virginia,4A,Mixed-Humid
51760,Richmond,Virginia,4A,Mixed-Humid
51770,Roanoke,Virginia,4A,Mixed-Humid
51775,Salem,Virginia,4A,Mixed-Humid
51790,Staunton,Virginia,4A,Mixed-Humid
51800,Suffolk,Virginia,3A,Mixed-Humid
51810,Virginia Beach,Virginia,3A,Mixed-Humid
51820,Waynesboro,Virginia,4A,Mixed-Humid
51830,Williamsburg,Virginia,4A,Mixed-Humid
51840,Winchester,Virginia,4A,Mixed-Humid
53001,Adams,Washington,5B,Cold
53003,Asotin,Washington,5B,Cold
53005,Benton,Washington,5B,Cold
53007,Chelan,Washington,5B,Cold
53009,Clallam,Washington,5C,Marine
53011,Clark,Washington,4C,Marine
53013,Columbia,Washington,5B,Cold
53015,Cowlitz,Washington,4C,Marine
53017,Douglas,Washington,5B,Cold
53019,Ferry,Washington,6B,Cold
53021,Franklin,Washington,5B,Cold
53023,Garfield,Washington,5B,Cold
53025,Grant,Washington,5B,Cold
53027,Grays Harbor,Washington,4C,Marine
53029,Island,Washington,5C,Marine
53031,Jefferson,Washington,4C,Marine
53033,King,Washington,4C,Marine
53035,Kitsap,Washington,5C,Marine
53037,Kittitas,Washington,5B,Cold
53039,Klickitat,Washington,5B,Cold
53041,Lewis,Washington,4C,Marine
53043,Lincoln,Washington,5B,Cold
53045,Mason,Washington,4C,Marine
53047,Okanogan,Washington,5B,Cold
53049,Pacific,Washington,4C,Marine
53051,Pend Oreille,Washington,6B,Cold
53053,Pierce,Washington,4C,Marine
53055,San Juan,Washington,5C,Cold
53057,Skagit,Washington,4C,Marine
53059,Skamania,Washington,5B,Cold
53061,Snohomish,Washington,4C,Marine
53063,Spokane,Washington,5B,Cold
53065,Stevens,Washington,6B,Cold
53067,Thurston,Washington,4C,Marine
53069,Wahkiakum,Washington,4C,Marine
53071,Walla Walla,Washington,5B,Cold
53073,Whatcom,Washington,4C,Marine
53075,Whitman,Washington,5B,Cold
53077,Yakima,Washington,5B,Cold
54001,Barbour,West Virginia,5A,Cold
54003,Berkeley,West Virginia,4A,Mixed-Humid
54005,Boone,West Virginia,4A,Mixed-Humid
54007,Braxton,West Virginia,4A,Mixed-Humid
54009,Brooke,West Virginia,5A,Cold
54011,Cabell,West Virginia,4A,Mixed-Humid
54013,Calhoun,West Virginia,4A,Mixed-Humid
54015,Clay,West Virginia,4A,Mixed-Humid
54017,Doddridge,West Virginia,4A,Mixed-Humid
54019,Fayette,West Virginia,4A,Mixed-Humid
54021,Gilmer,West Virginia,4A,Mixed-Humid
54023,Grant,West Virginia,5A,Cold
54025,Greenbrier,West Virginia,4A,Mixed-Humid
54027,Hampshire,West Virginia,5A,Cold
54029,Hancock,West Virginia,5A,Cold
54031,Hardy,West Virginia,5A,Cold
54033,Harrison,West Virginia,5A,Cold
54035,Jackson,West Virginia,4A,Mixed-Humid
54037,Jefferson,West Virginia,4A,Mixed-Humid
54039,Kanawha,West Virginia,4A,Mixed-Humid
54041,Lewis,West Virginia,4A,Mixed-Humid
54043,Lincoln,West Virginia,4A,Mixed-Humid
54045,Logan,West Virginia,4A,Mixed-Humid
54047,McDowell,West Virginia,4A,Mixed-Humid
54049,Marion,West Virginia,5A,Cold
54051,Marshall,West Virginia,5A,Cold
54053,Mason,West Virginia,4A,Mixed-Humid
54055,Mercer,West Virginia,4A,Mixed-Humid
54057,Mineral,West Virginia,5A,Cold
54059,Mingo,West Virginia,4A,Mixed-Humid
54061,Monongalia,West Virginia,5A,Cold
54063,Monroe,West Virginia,4A,Mixed-Humid
54065,Morgan,West Virginia,4A,Mixed-Humid
54067,Nicholas,West Virginia,4A,Mixed-Humid
54069,Ohio,West Virginia,5A,Cold
54071,Pendleton,West Virginia,5A,Cold
54073,Pleasants,West Virginia,4A,Mixed-Humid
54075,Pocahontas,West Virginia,5A,Cold
54077,Preston,West Virginia,5A,Cold
54079,Putnam,West Virginia,4A,Mixed-Humid
54081,Raleigh,West Virginia,4A,Mixed-Humid
54083,Randolph,West Virginia,5A,Cold
54085,Ritchie,West Virginia,4A,Mixed-Humid
54087,Roane,West Virginia,4A,Mixed-Humid
54089,Summers,West Virginia,4A,Mixed-Humid
54091,Taylor,West Virginia,5A,Cold
54093,Tucker,West Virginia,5A,Cold
54095,Tyler,West Virginia,4A,Mixed-Humid
54097,Upshur,West Virginia,4A,Mixed-Humid
54099,Wayne,West Virginia,4A,Mixed-Humid
54101,Webster,West Virginia,4A,Mixed-Humid
54103,Wetzel,West Virginia,5A,Cold
54105,Wirt,West Virginia,4A,Mixed-Humid
54107,Wood,West Virginia,4A,Mixed-Humid
54109,Wyoming,West Virginia,4A,Mixed-Humid
55001,Adams,Wisconsin,5A,Cold
55003,Ashland,Wisconsin,6A,Cold
55005,Barron,Wisconsin,6A,Cold
55007,Bayfield,Wisconsin,6A,Cold
55009,Brown,Wisconsin,6A,Cold
55011,Buffalo,Wisconsin,6A,Cold
55013,Burnett,Wisconsin,6A,Cold
55015,Calumet,Wisconsin,5A,Cold
55017,Chippewa,Wisconsin,6A,Cold
55019,Clark,Wisconsin,6A,Cold
55021,Columbia,Wisconsin,5A,Cold
55023,Crawford,Wisconsin,5A,Cold
55025,Dane,Wisconsin,5A,Cold
55027,Dodge,Wisconsin,5A,Cold
55029,Door,Wisconsin,6A,Cold
55031,Douglas,Wisconsin,6A,Cold
55033,Dunn,Wisconsin,6A,Cold
55035,Eau Claire,Wisconsin,6A,Cold
55037,Florence,Wisconsin,6A,Cold
55039,Fond du Lac,Wisconsin,5A,Cold
55041,Forest,Wisconsin,6A,Cold
55043,Grant,Wisconsin,5A,Cold
55045,Green,Wisconsin,5A,Cold
55047,Green Lake,Wisconsin,5A,Cold
55049,Iowa,Wisconsin,5A,Cold
55051,Iron,Wisconsin,6A,Cold
55053,Jackson,Wisconsin,6A,Cold
55055,Jefferson,Wisconsin,5A,Cold
55057,Juneau,Wisconsin,5A,Cold
55059,Kenosha,Wisconsin,5A,Cold
55061,Kewaunee,Wisconsin,6A,Cold
55063,La Crosse,Wisconsin,5A,Cold
55065,Lafayette,Wisconsin,5A,Cold
55067,Langlade,Wisconsin,6A,Cold
55069,Lincoln,Wisconsin,6A,Cold
55071,Manitowoc,Wisconsin,6A,Cold
55073,Marathon,Wisconsin,6A,Cold
55075,Marinette,Wisconsin,6A,Cold
55077,Marquette,Wisconsin,6A,Cold
55078,Menominee,Wisconsin,6A,Cold
55079,Milwaukee,Wisconsin,5A,Cold
55081,Monroe,Wisconsin,5A,Cold
55083,Oconto,Wisconsin,6A,Cold
55085,Oneida,Wisconsin,6A,Cold
55087,Outagamie,Wisconsin,5A,Cold
55089,Ozaukee,Wisconsin,5A,Cold
55091,Pepin,Wisconsin,6A,Cold
55093,Pierce,Wisconsin,6A,Cold
55095,Polk,Wisconsin,6A,Cold
55097,Portage,Wisconsin,6A,Cold
55099,Price,Wisconsin,6A,Cold
55101,Racine,Wisconsin,5A,Cold
55103,Richland,Wisconsin,5A,Cold
55105,Rock,Wisconsin,5A,Cold
55107,Rusk,Wisconsin,6A,Cold
55109,St. Croix,Wisconsin,6A,Cold
55111,Sauk,Wisconsin,5A,Cold
55113,Sawyer,Wisconsin,6A,Cold
55115,Shawano,Wisconsin,6A,Cold
55117,Sheboygan,Wisconsin,6A,Cold
55119,Taylor,Wisconsin,6A,Cold
55121,Trempealeau,Wisconsin,6A,Cold
55123,Vernon,Wisconsin,5A,Cold
55125,Vilas,Wisconsin,6A,Cold
55127,Walworth,Wisconsin,5A,Cold
55129,Washburn,Wisconsin,6A,Cold
55131,Washington,Wisconsin,5A,Cold
55133,Waukesha,Wisconsin,5A,Cold
55135,Waupaca,Wisconsin,6A,Cold
55137,Waushara,Wisconsin,5A,Cold
55139,Winnebago,Wisconsin,5A,Cold
55141,Wood,Wisconsin,6A,Cold
56001,Albany,Wyoming,6B,Cold
56003,Big Horn,Wyoming,6B,Cold
56005,Campbell,Wyoming,6B,Cold
56007,Carbon,Wyoming,6B,Cold
56009,Converse,Wyoming,6B,Cold
56011,Crook,Wyoming,6B,Cold
56013,Fremont,Wyoming,6B,Cold
56015,Goshen,Wyoming,5B,Cold
56017,Hot Springs,Wyoming,6B,Cold
56019,Johnson,Wyoming,6B,Cold
56021,Laramie,Wyoming,5B,Cold
56023,Lincoln,Wyoming,7,Very Cold
56025,Natrona,Wyoming,6B,Cold
56027,Niobrara,Wyoming,6B,Cold
56029,Park,Wyoming,6B,Cold
56031,Platte,Wyoming,5B,Cold
56033,Sheridan,Wyoming,6B,Cold
56035,Sublette,Wyoming,7,Very Cold
56037,Sweetwater,Wyoming,6B,Cold
56039,Teton,Wyoming,7,Very Cold
56041,Uinta,Wyoming,6B,Cold
56043,Washakie,Wyoming,6B,Cold
56045,Weston,Wyoming,6B,Cold
72001,Adjuntas,,**********,
72003,Aguada,,**********,
72005,Aguadilla,,**********,
72007,Aguas Buenas,,**********,
72009,Aibonito,,**********,
72011,AÃ±asco,,**********,
72013,Arecibo,,**********,
72015,Arroyo,,**********,
72017,Barceloneta,,**********,
72019,Barranquitas,,**********,
72021,BayamÃ³n,,**********,
72023,Cabo Rojo,,**********,
72025,Caguas,,**********,
72027,Camuy,,**********,
72029,CanÃ³vanas,,**********,
72031,Carolina,,**********,
72033,CataÃ±o,,**********,
72035,Cayey,,**********,
72037,Ceiba,,**********,
72039,Ciales,,**********,
72041,Cidra,,**********,
72043,Coamo,,**********,
72045,ComerÃ­o,,**********,
72047,Corozal,,**********,
72049,Culebra,,**********,
72051,Dorado,,**********,
72053,Fajardo,,**********,
72054,Florida,,**********,
72055,GuÃ¡nica,,**********,
72057,Guayama,,**********,
72059,Guayanilla,,**********,
72061,Guaynabo,,**********,
72063,Gurabo,,**********,
72065,Hatillo,,**********,
72067,Hormigueros,,**********,
72069,Humacao,,**********,
72071,Isabela,,**********,
72073,Jayuya,,**********,
72075,Juana DÃ­az,,**********,
72077,Juncos,,**********,
72079,Lajas,,**********,
72081,Lares,,**********,
72083,Las MarÃ­as,,**********,
72085,Las Piedras,,**********,
72087,LoÃ­za,,**********,
72089,Luquillo,,**********,
72091,ManatÃ­,,**********,
72093,Maricao,,**********,
72095,Maunabo,,**********,
72097,MayagÃ¼ez,,**********,
72099,Moca,,**********,
72101,Morovis,,**********,
72103,Naguabo,,**********,
72105,Naranjito,,**********,
72107,Orocovis,,**********,
72109,Patillas,,**********,
72111,PeÃ±uelas,,**********,
72113,Ponce,,**********,
72115,Quebradillas,,**********,
72117,RincÃ³n,,**********,
72119,RÃ­o Grande,,**********,
72121,Sabana Grande,,**********,
72123,Salinas,,**********,
72125,San GermÃ¡n,,**********,
72127,San Juan,,**********,
72129,San Lorenzo,,**********,
72131,San SebastiÃ¡n,,**********,
72133,Santa Isabel,,**********,
72135,Toa Alta,,**********,
72137,Toa Baja,,**********,
72139,Trujillo Alto,,**********,
72141,Utuado,,**********,
72143,Vega Alta,,**********,
72145,Vega Baja,,**********,
72147,Vieques,,**********,
72149,Villalba,,**********,
72151,Yabucoa,,**********,
72153,Yauco,,**********,
